ID,Publisher,Time,Author,Title
254,CreateSpace Publishing,4/15/16,Daniel Rosen,The Ultimate Guide to Starting A Credit Repair Business: Launch your own profitable recurring-revenue business with just a computer and a phone
255,Wiley,4/24/17,Steve Wexler,The Big Book of Dashboards: Visualizing Your Data Using Real-World Business Scenarios
256,Potter/TenSpeed/Harmony,1/2/18,Elaine Pofeldt,"The Million-Dollar, One-Person Business: Make Great Money. Work the Way You Like. Have the Life You Want."
257,Black Classic Press,10/10/05,Reginald F. Lewis,Why Should White Guys Have All the Fun?: How Reginald Lewis Created a Billion-Dollar Business Empire
258,Looking Glass Books,7/28/02,Truett Cathy,Eat Mor Chikin: Inspire More People: Doing Business the Chick-fil-A Way / Edition 1
259,Wiley,3/17/14,Douglas W. Hubbard,How to Measure Anything: Finding the Value of Intangibles in Business / Edition 3
260,Da Capo Press,2/27/18,Scott Gerber,Superconnector: Stop Networking and Start Building Business Relationships that Matter
261,Bloomsbury Academic,9/8/16,Leslie Davis Burns,"The Business of Fashion: Designing, Manufacturing, and Marketing / Edition 5"
262,Potter/TenSpeed/Harmony,9/1/09,Geshe Michael Roach,The Diamond Cutter: The Buddha on Managing Your Business and Your Life
263,Penguin Publishing Group,10/25/11,Roy M. Spence,"It's Not What You Sell, It's What You Stand For: Why Every Extraordinary Business Is Driven by Purpose"
264,CreateSpace Publishing,9/19/17,Alan T. Norman,"Mastering Bitcoin for Starters: Bitcoin and Cryptocurrency Technologies, Mining, Investing and Trading - Bitcoin Book 1, Blockchain, Wallet, Business"
265,Entrepreneur Press,1/10/17,Rick Grossmann,Franchise Bible: How to Buy a Franchise or Franchise Your Own Business
266,Entrepreneur Press,7/11/17,The Staff of Entrepreneur Media,Start Your Own Freight Brokerage Business: Your Step-By-Step Guide to Success
267,Penguin Publishing Group,5/2/17,Daniel DiPiazza,"Rich20Something: Ditch Your Average Job, Start an Epic Business, and Score the Life You Want"
268,Random House Publishing Group,9/20/16,C. L. Parker,Coming Clean: Monkey Business Trio
269,Penguin Publishing Group,8/28/07,Bruce C. Greenwald,Competition Demystified: A Radically Simplified Approach to Business Strategy
270,Random House Publishing Group,6/28/86,Mark H. McCormack,What They Don't Teach You at Harvard Business School: Notes from a Street-Smart Executive
271,Cengage Learning,1/1/17,Kenneth W. Clarkson,Business Law: Text and Cases / Edition 14
272,HarperCollins Publishers,12/15/95,Helen Palmer,The Enneagram in Love and Work: Understanding Your Intimate and Business Relationships
273,"Mill City Press, Inc.",11/14/12,MD MBA Tom Harbin,The Business Side of Medicine: What Medical Schools Don't Teach You
274,Wiley,3/27/12,Steven D. Strauss,The Small Business Bible: Everything You Need to Know to Succeed in Your Small Business
275,Berrett-Koehler Publishers,5/1/08,Mike Song,Hamster Revolution: How to Manage Your Email Before It Manages You
276,HarperCollins Publishers,11/8/05,Harvey B Mackay,"Swim with the Sharks Without Being Eaten Alive: Outsell, Outmanage, Outmotivate, and Outnegotiate Your Competition"
277,CreateSpace Publishing,11/28/15,Ivy Ejam,Minding Her Business: A Woman's Guide & Journal for Living an Extraordinary Life
278,CreateSpace Publishing,12/31/16,Suzanne Carpenter,"Soap Making Business Startup: How to Start, Run & Grow a Million Dollar Success From Home!"
279,AMACOM,2/1/18,Colleen DeBaise,Start a Successful Business: Expert Advice to Take Your Startup from Idea to Empire
280,The Crown Publishing Group,5/16/17,Bryce G. Hoffman,Red Teaming: How Your Business Can Conquer the Competition by Challenging Everything
281,"Alicia Productions, Incorporated",4/23/14,Mrs Alicia Griffin,10 Steps to Owning Your Own Trucking: Freight Broker/Agent Business
282,Columbia University Press,1/10/17,Leonard Sherman,"If You're in a Dogfight, Become a Cat!: Strategies for Long-Term Growth"
283,Pearson,1/10/15,Steve Mariotti,Entrepreneurship: Starting and Operating A Small Business / Edition 4
284,Greenleaf Book Group Press,4/4/17,David Osborn,"Wealth Can't Wait: Avoid the 7 Wealth Traps, Implement the 7 Business Pillars, and Complete a Life Audit Today!"
285,Wiley,11/16/09,Jason Ryan Dorsey,Y-Size Your Business: How Gen Y Employees Can Save You Money and Grow Your Business
286,CreateSpace Publishing,10/11/17,Michelia ly Weekly Budget Planner,Monthly Budget Planner: Weekly Expense Tracker Bill Organizer Notebook Business Money Personal Finance Journal Planning Workbook size 8.5x11 Inches Glitter Dots Style
287,Berrett-Koehler Publishers,5/7/12,Bob Johansen,Leaders Make the Future: Ten New Leadership Skills for an Uncertain World
288,"Son of the Sea, Inc.",5/21/17,Maria Brophy,"Art Money & Success: A complete and easy-to-follow system for the artist who wasn't born with a business mind. Learn how to find buyers, get paid fairly, negotiate nicely, deal with copycats and sell more art."
289,"Norton, W. W. & Company, Inc.",4/28/93,Avinash K. Dixit,"Thinking Strategically: The Competitive Edge in Business, Politics and Everyday Life / Edition 4"
290,"Hal Elrod International, Inc.",11/4/16,Hal Elrod,The Miracle Morning for Entrepreneurs: Elevate Your SELF to Elevate Your BUSINESS
291,Koehler Books,5/15/17,Bill Green,ALL IN: 101 Real Life Business Lessons For Emerging Entrepreneurs
292,CreateSpace Publishing,4/25/17,Molly Suber Thorpe,The Calligrapher's Business Handbook: Pricing and Policies for Lettering Artists
293,Polyface,8/15/17,Joel Salatin,"Your Successful Farm Business: Production, Profit, Pleasure"
294,Dunham Books,4/21/15,Ryan Levesque,Ask: The Counterintuitive Online Formula to Discover Exactly What Your Customers Want to Buy...Create a Mass of Raving Fans...and Take Any Business to the Next Level
295,Disruption Books,9/12/17,Halee Fischer-Wright,"Back To Balance: The Art, Science, And Business of Medicine"
296,The Crown Publishing Group,5/17/16,Rana Foroohar,Makers and Takers: The Rise of Finance and the Fall of American Business
297,Columbia University Press,6/28/11,Jeanne Liedtka,Designing for Growth: A Design Thinking Tool Kit for Managers
298,Bloomsbury Academic,9/8/16,Leslie Davis Burns,The Business of Fashion: Bundle Book + Studio Access Card / Edition 5
299,Free Press,12/28/10,Robin Sharma,The Leader Who Had No Title: A Modern Fable on Real Success in Business and in Life
300,Houghton Mifflin Harcourt,4/14/15,L. A. Meyer,"Boston Jacky: Being an Account of the Further Adventures of Jacky Faber, Taking Care of Business (Bloody Jack Adventure Series #11)"
301,Harvard Business Review Press,10/24/17,Clayton M. Christensen,HBR Classics Boxed Set (16 Books)
302,HarperCollins Publishers,9/27/11,Robert Herjavec,Driven: How To Succeed In Business And In Life
303,Columbia University Press,4/30/13,Jim Paul,What I Learned Losing a Million Dollars
304,McGraw-Hill Higher Education,6/9/11,George A. Steiner,"Business, Government, and Society: A Managerial Perspective / Edition 13"
305,HarperCollins Publishers,3/17/09,Barbara Smit,Sneaker Wars: The Enemy Brothers Who Founded Adidas and Puma and the Family Feud That Forever Changed the Business of Sports
306,"BenBella Books, Inc.",2/7/17,William Bronchick,The Business of Flipping Homes: Short-Term Real Estate Investing for Long-Term Wealth
307,Adams Media,1/2/15,Melinda F Emerson,Become Your Own Boss in 12 Months: A Month-by-Month Guide to a Business that Works
308,HarperCollins Publishers,2/14/17,C. S. Lewis,The Business of Heaven: Daily Readings
309,Crossway,11/28/03,Wayne Grudem,Business for the Glory of God: The Bible's Teaching on the Moral Goodness of Business
310,Hachette Books,7/8/08,Chris Anderson,The Long Tail: Why the Future of Business Is Selling Less of More
311,McGraw-Hill Education,1/19/16,Eric Teoro,"Annual Editions: Business Ethics, 27/e / Edition 27"
312,DC Comics,12/20/16,James Bonny,Deathstroke Vol. 4: Family Business
313,Wiley,2/13/18,Shane Snow,"The Storytelling Edge: How to Transform Your Business, Stop Screaming into the Void, and Make People Love You"
314,Wiley,1/20/15,Adam Morgan,"A Beautiful Constraint: How To Transform Your Limitations Into Advantages, and Why It's Everyone's Business"
315,Taylor & Francis,8/6/14,James Alburger,The Art of Voice Acting: The Craft and Business of Performing for Voiceover / Edition 5
316,New World Library,6/14/16,Amy Ippoliti,The Art and Business of Teaching Yoga: The Yoga Professional's Guide to a Fulfilling Career
317,HarperCollins Publishers,8/22/00,Kenneth Roman,"Writing That Works, 3rd Edition: How to Communicate Effectively in Business"
318,CreateSpace Publishing,4/25/17,Ann Robinson,"Natural & Organic Liquid Soap Making Business Startup: Learn How to Make Shampoo, Conditioner, Body Wash, Sunscreen Lotion, Muscle Balm, Hand Sanitizers, Pet Shampoo & So Much More"
319,CreateSpace Publishing,5/23/16,Tony Rohn,"Elon Musk: 100 Success Lessons from Elon Musk On Work, Life, Innovation, Business, Leadership, Entrepreneurship & Sustainable Development"
320,Cengage Learning,1/1/16,Roger LeRoy Miller,"Cengage Advantage Books: Business Law Today, The Essentials: Text and Summarized Cases / Edition 11"
321,Pearson,8/15/92,Gary Blake,"Elements of Business Writing: A Guide to Writing Clear, Concise Letters, Mem / Edition 1"
322,New Society Publishers,2/7/17,Zach Loeks,The Permaculture Market Garden: A Visual Guide to a Profitable Whole-systems Farm Business
323,McGraw-Hill Professional Publishing,8/8/08,David D'Alessandro,Career Warfare: 10 Rules for Building a Sucessful Personal Brand on the Business Battlefield / Edition 2
324,Entrepreneur Press,7/12/16,The Staff of Entrepreneur Media,Start Your Own Construction and Contracting Business: Your Step-by-Step Guide to Success
325,CreateSpace Publishing,7/11/16,Diego Rodriguez,"The Ultimate Guide On How To Build Credit For Your Business: The ultimate, step-by-step guide on HOW to build business credit and exactly WHERE to apply"
326,Real Estate Business Press,10/1/15,Nick Krautter,The Golden Handoff: How to Buy and Sell a Real Estate Agent's Business
327,"Barron's Educational Series, Incorporated",11/1/17,Michael Covington Ph.D,Dictionary of Computer and Internet Terms
328,AMACOM,3/9/17,Leonard Green,"The Entrepreneur's Playbook: More than 100 Proven Strategies, Tips, and Techniques to Build a Radically Successful Business"
329,"Health Communications, Incorporated",3/6/12,Jack Canfield,"The Power of Focus Tenth Anniversary Edition: How to Hit Your Business, Personal and Financial Targets with Absolute Confidence and Certainty"
330,Entrepreneur Press,11/21/17,Mark J. Kohler,The Business Owner's Guide to Financial Freedom: What Wall Street Isn't Telling You
331,Center for the Childbearing Year Press,9/6/14,Patty Brennan,The Doula Business Guide: Creating a Successful Motherbaby Business
332,Wiley,11/18/13,Ken Black,"Business Statistics, Binder Ready Version: For Contemporary Decision Making / Edition 8"
333,Pearson,1/29/15,John J. Wild,International Business: The Challenges of Globalization / Edition 8
334,St. Martin's Press,6/27/17,Carmine Gallo,"The Storyteller's Secret: From TED Speakers to Business Legends, Why Some Ideas Catch On and Others Don't"
335,"Barron's Educational Series, Incorporated",5/1/12,Thomas P. Fitch,Dictionary of Banking Terms
336,Random House Publishing Group,9/4/18,Melinda Mullet,Deadly Dram: A Whiskey Business Mystery
337,CreateSpace Publishing,5/22/17,Linda Rawson,"The Minority and Women-Owned Small Business Guide to Government Contracts: Everything You Need to Know to Get Started, 2nd Edition"
338,Penguin Publishing Group,2/9/11,Barbara Corcoran,"Shark Tales: How I Turned $1,000 into a Billion Dollar Business"
339,HarperCollins Publishers,5/3/05,Adam Ginsberg,"How to Buy, Sell, and Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days"
340,Elsevier Science,11/21/14,Rick Sherman,Business Intelligence Guidebook: From Data Integration to Analytics
341,St. Martin's Press,4/17/18,Jim Tselikis,Cousins Maine Lobster: How One Food Truck Became a Multimillion-Dollar Business
342,Scribner,1/3/17,David Clark,"Tao of Charlie Munger: A Compilation of Quotes from Berkshire Hathaway's Vice Chairman on Life, Business, and the Pursuit of Wealth With Commentary by David Clark"
343,Beacon Publishing,3/26/18,John Abbate,Invest Yourself: Daring to Be Catholic In Today's Business World
344,Book Boutiques,10/31/18,Dakota Cassidy,Then There Were Nun
345,St. Martin's Press,4/10/18,Sarah Krasnostein,"The Trauma Cleaner: One Woman's Extraordinary Life in the Business of Death, Decay, and Disaster"
346,Quercus,7/16/03,Ernest Gundling,Working Globesmart: 12 People Skills for Doing Business Across Borders
347,McGraw-Hill Professional Publishing,8/31/12,Art Byrne,The Lean Turnaround: How Business Leaders Use Lean Principles to Create Value and Transform Their Company / Edition 1
348,CreateSpace Publishing,9/8/17,Ronald Harris,Trucking Freight Brokerage Business Start-Up: Step By Step Guide To Become a Successful Freight Broker
349,Penguin Publishing Group,3/31/15,Pat Heim,Hardball for Women: Winning at the Game of Business: Third Edition
350,University Press of Mississippi,5/15/18,George T. Malvaney,"Cups Up: How I Organized a Klavern, Plotted a Coup, Survived Prison, Graduated College, Fought Polluters, and Started a Business"
351,Simon & Schuster,5/15/18,Lior Arussy,Next Is Now: 5 Steps for Embracing Change-Building a Business that Thrives into the Future
352,Crown Publishing Group,4/1/18,Maria Hatzistefanis,How to Be an Overnight Success: Making It in Business
353,Entrepreneur Press,4/20/18,Javier Hasse,Start Your Own Cannabis Business: Your Step-By-Step Guide to the Marijuana Industry
354,Hachette Books,1/28/04,Robert L. Shook,Doing Business by the Good Book: 52 Lessons on Success Straight from the Bible
355,Center Street,6/5/18,Kerry Kennedy,"Robert F. Kennedy: Ripples of Hope: Kerry Kennedy in Conversation with Heads of State, Business Leaders, Influencers, and Activists about Her Father's Impact on Their Lives"
356,McGraw-Hill Professional Publishing,12/1/97,Edward E. Scannell,"The Big Book of Team Building Games: Trust-Building Activities, Team Spirit Exercises, and Other Fun Things to Do (Big Book of Business Games Series) / Edition 1"
357,Adams Media,5/18/10,Gerald A Michaelson,Sun Tzu - The Art of War for Managers: 50 Strategic Rules Updated for Today's Business
358,Knopf Doubleday Publishing Group,9/9/08,Robert B. Reich,"Supercapitalism: The Transformation of Business, Democracy, and Everyday Life"
359,Rose Publishing CA,6/28/16,Gregory Baumer,God and Money: How We Discovered True Riches at Harvard Business School
360,HarperCollins Publishers,4/25/17,Duff McDonald,"The Golden Passport: Harvard Business School, the Limits of Capitalism, and the Moral Failure of the MBA Elite"
361,HarperCollins Publishers,10/14/04,Michael E. Gerber,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It
362,In Easy Steps Limited,7/10/18,Bill Mantovani,Xero in easy steps: Making business accounting simple
363,Quercus,4/3/18,Tom Butler-Bowdon,"50 Business Classics: Your shortcut to the most important ideas on innovation, management and strategy"
